	superkingdom	kingdom	subkingdom	phylum	subphylum	class	subclass	order	suborder	family	subfamily	tribe	genus	subgenus	species group	species	subspecies	varietas	forma
89919	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Filobasidiales		Filobasidiaceae			Naganishia			Naganishia diffluens			
89920	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Tremellales		Bulleribasidiaceae			Vishniacozyma			Vishniacozyma dimennae			
89921	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Cystofilobasidiales		Cystofilobasidiaceae			Cystofilobasidium			Cystofilobasidium ferigula			
89922	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Filobasidiales		Filobasidiaceae			Naganishia			Naganishia friedmannii			
89923	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Filobasidiales		Piskurozymaceae			Solicoccozyma			Solicoccozyma fuscescens			
89924	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Tremellales		Cryptococcaceae			Kwoniella			Kwoniella heveanensis			
89928	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Tremellales		Phaeotremellaceae			Phaeotremella			Phaeotremella skinneri			
89929	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Filobasidiales		Filobasidiaceae			Naganishia			Naganishia vishniacii			
89931	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes							Colacogloea			Colacogloea foliorum			
89933	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes							Colacogloea			Colacogloea philyla			
89934	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Filobasidiales		Filobasidiaceae			Filobasidium			Filobasidium globisporum			
89940	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales		Herpotrichiellaceae			Cladophialophora			Cladophialophora bantiana			
90239	Bacteria			Proteobacteria		Gammaproteobacteria		Pseudomonadales		Moraxellaceae			Moraxella			Moraxella canis			
90241	Bacteria			Proteobacteria		Gammaproteobacteria		Pseudomonadales		Moraxellaceae			Moraxella			Moraxella lincolnii			
90255	Eukaryota	Fungi		Mucoromycota	Mucoromycotina	Mucoromycetes		Mucorales	Mucorineae	Mucoraceae			Cokeromyces			Cokeromyces recurvatus			
90262	Eukaryota	Fungi		Mucoromycota	Mucoromycotina	Mucoromycetes		Mucorales		Cunninghamellaceae			Absidia			Absidia repens			
90263	Eukaryota	Fungi		Mucoromycota	Mucoromycotina	Mucoromycetes		Mucorales	Mucorineae	Mucoraceae			Mucor			Mucor amphibiorum			
90264	Eukaryota	Fungi		Mucoromycota	Mucoromycotina	Mucoromycetes		Mucorales	Mucorineae	Mucoraceae			Mucor			Mucor ramosissimus			
90270	Bacteria			Proteobacteria		Gammaproteobacteria		Xanthomonadales		Xanthomonadaceae			Xanthomonas			Xanthomonas gardneri			
90410	Viruses							Caudovirales		Siphoviridae			Moineauvirus			Streptococcus virus DT1			
90813	Bacteria			Proteobacteria		Gammaproteobacteria		Thiotrichales		Piscirickettsiaceae			Hydrogenovibrio			Hydrogenovibrio sp. Milos-T1			
90814	Bacteria			Proteobacteria		Gammaproteobacteria		Thiotrichales		Piscirickettsiaceae			Thiomicrorhabdus			Thiomicrorhabdus sp. Milos-T2			
90893	Eukaryota					Phaeophyceae		Laminariales		Laminariaceae			Laminaria			Laminaria hyperborea			
90936	Eukaryota					Raphidophyceae		Chattonellales		Chattonellaceae			Chattonella			Chattonella marina			
90961	Viruses			Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae			Lyssavirus			Australian bat lyssavirus			
90963	Viruses									Microviridae	Gokushovirinae		Chlamydiamicrovirus			Chlamydia virus CPG1			
91361	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Pleosporaceae			Alternaria			Alternaria photistica			
91459	Bacteria			Proteobacteria		Alphaproteobacteria		Rhizobiales		Methylobacteriaceae			Methylobacterium			Methylobacterium sp. B1			
91464	Bacteria			Cyanobacteria				Synechococcales		Synechococcaceae			Synechococcus			Synechococcus sp. PCC 7335			
91482	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Aspergillus			Aspergillus neoellipticus			
91484	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Aspergillus			Aspergillus navahoensis			
91485	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Aspergillus			Aspergillus purpureus			
91492	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Aspergillus			Aspergillus udagawae			
91604	Bacteria			Proteobacteria		Alphaproteobacteria		Holosporales		Candidatus Paracaedibacteraceae			Candidatus Paracaedibacter			Candidatus Paracaedibacter acanthamoebae			
91613	Viruses									Potyviridae			Potyvirus			Colombian datura virus			
91628	Eukaryota	Fungi		Mucoromycota	Mucoromycotina	Mucoromycetes		Mucorales	Mucorineae	Mucoraceae			Mucor			Mucor racemosus			Mucor racemosus f. racemosus
91631	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium abidjanum			
91632	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium hirayamae			
91635	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium molle			
91636	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium osmophilum			
91637	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium reticulisporum			
91639	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium zonatum			
91641	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Trichocomaceae			Talaromyces			Talaromyces derxii			
91645	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetidae	Agaricales		Cortinariaceae			Cortinarius			Cortinarius variicolor			
91753	Viruses									Luteoviridae			Polerovirus			Cucurbit aphid-borne yellows virus			
91920	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales		Herpotrichiellaceae			Exophiala			Exophiala alcalophila			
91921	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales		Herpotrichiellaceae			Exophiala			Exophiala angulospora			
91922	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales		Herpotrichiellaceae			Exophiala			Exophiala castellanii			
91924	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales		Herpotrichiellaceae			Exophiala			Exophiala heteromorpha			
91925	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales		Herpotrichiellaceae			Exophiala			Exophiala lecanii-corni			
91926	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales		Herpotrichiellaceae			Exophiala			Exophiala moniliae			
91927	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales		Herpotrichiellaceae			Exophiala			Exophiala psychrophila			
91928	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriomycetidae	Chaetothyriales		Herpotrichiellaceae			Exophiala			Exophiala spinifera			
91930	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetidae	Coniochaetales		Coniochaetaceae			Coniochaeta			Coniochaeta hoffmannii			
91937	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales					Phialocephala			Phialocephala lagerbergii			
91938	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales					Cadophora			Cadophora melinii			
91939	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetidae	Calosphaeriales		Pleurostomataceae			Pleurostoma			Pleurostoma repens			
91943	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Teratosphaeriaceae			Hortaea			Hortaea werneckii			
91979	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Cystobasidiomycetes							Buckleyzyma			Buckleyzyma aurantiaca			
92129	Viruses			Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Paramyxoviridae	Orthoparamyxovirinae		Narmovirus			Tupaia narmovirus			
92395	Viruses							Picornavirales		Dicistroviridae			Triatovirus			Black queen cell virus			
92444	Viruses							Picornavirales		Dicistroviridae			Aparavirus			Acute bee paralysis virus			
92521	Viruses									Nudiviridae			Alphanudivirus			Oryctes rhinoceros nudivirus			
92630	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Clavicipitaceae			Metarhizium			Metarhizium flavoviride			
92637	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Clavicipitaceae			Metarhizium			Metarhizium acridum			
92639	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Clavicipitaceae			Metarhizium			Metarhizium lepidiotae			
92647	Bacteria			Proteobacteria		Betaproteobacteria		Burkholderiales		Burkholderiaceae			Paraburkholderia			Paraburkholderia tropica			
92706	Bacteria			Actinobacteria		Actinobacteria		Corynebacteriales		Corynebacteriaceae			Corynebacterium			[Brevibacterium] flavum			
92835	Bacteria			Actinobacteria		Actinobacteria		Micrococcales		Microbacteriaceae			Microbacterium			Microbacterium ketosireducens			
92950	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Cladosporiaceae			Cladosporium			Cladosporium sphaerospermum			
92952	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Filobasidiales		Filobasidiaceae			Naganishia			Naganishia adeliensis			
92953	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Filobasidiales		Filobasidiaceae			Naganishia			Naganishia albidosimilis			
92954	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Filobasidiales		Filobasidiaceae			Naganishia			Naganishia bhutanensis			
92955	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Filobasidiales		Filobasidiaceae			Goffeauzyma			Goffeauzyma gastrica			
92963	Viruses									Geminiviridae			Begomovirus			Tomato severe leaf curl virus			
92988	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes							Phaeotheca			Phaeotheca triangularis			
93033	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Aspergillus			Aspergillus elegans			
93061	Bacteria			Firmicutes		Bacilli		Bacillales		Staphylococcaceae			Staphylococcus			Staphylococcus aureus	Staphylococcus aureus subsp. aureus		
93218	Bacteria			Proteobacteria		Betaproteobacteria		Burkholderiales		Burkholderiaceae			Pandoraea			Pandoraea apista			
93219	Bacteria			Proteobacteria		Betaproteobacteria		Burkholderiales		Burkholderiaceae			Pandoraea			Pandoraea norimbergensis			
93220	Bacteria			Proteobacteria		Betaproteobacteria		Burkholderiales		Burkholderiaceae			Pandoraea			Pandoraea pnomenusa			
93221	Bacteria			Proteobacteria		Betaproteobacteria		Burkholderiales		Burkholderiaceae			Pandoraea			Pandoraea pulmonicola			
93222	Bacteria			Proteobacteria		Betaproteobacteria		Burkholderiales		Burkholderiaceae			Pandoraea			Pandoraea sputorum			
93224	Viruses									Inoviridae						Spiroplasma virus SVTS2			
93465	Viruses							Ortervirales		Retroviridae						Avian endogenous retrovirus EAV-HP			
93472	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Dothideales		Dothioraceae			Hormonema			Hormonema macrosporum			
93473	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes							Phaeotheca			Phaeotheca fissurella			
93487	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Capnodiaceae			Capnodium			Capnodium salicinum			
93488	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Cladosporiaceae			Cladosporium			Cladosporium macrocarpum			
93489	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes							Coniosporium			Coniosporium uncinatum			
93490	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Dothideales		Dothioraceae			Dothiora			Dothiora cannabinae			
93493	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Dothideales		Dothioraceae			Pringsheimia			Pringsheimia euphorbiae			
93495	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Capnodiales		Capnodiaceae			Capnodium			Capnodium coffeae			
93593	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Cordycipitaceae			Simplicillium			Simplicillium lamellicola			
93625	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetidae	Agaricales		Strophariaceae			Psilocybe			Psilocybe cyanescens			
93678	Viruses									Anelloviridae			Betatorquevirus			TTV-like mini virus			
93830	Viruses			Negarnaviricota	Polyploviricotina	Ellioviricetes		Bunyavirales		Hantaviridae	Mammantavirinae		Orthohantavirus			Hantavirus Z10			
93838	Viruses			Negarnaviricota	Polyploviricotina	Insthoviricetes		Articulavirales		Orthomyxoviridae			Alphainfluenzavirus			Influenza A virus			
94122	Bacteria			Proteobacteria		Gammaproteobacteria		Alteromonadales		Shewanellaceae			Shewanella			Shewanella sp. ANA-3			
94290	Viruses									Luteoviridae			Polerovirus			Sugarcane yellow leaf virus			
94610	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetidae	Sordariales		Sordariaceae			Neurospora			Neurospora tetraspora			
94624	Bacteria			Proteobacteria		Betaproteobacteria		Burkholderiales		Alcaligenaceae			Bordetella			Bordetella petrii			
94700	Viruses									Geminiviridae			Begomovirus			Dicliptera yellow mottle virus			
95157	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetidae	Ophiostomatales		Ophiostomataceae			Grosmannia			Grosmannia aurea			
95318	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales					Bulbithecium			Bulbithecium hyalosporum			
95332	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes				Pseudeurotiaceae			Pseudeurotium			Pseudeurotium zonatum			
95485	Bacteria			Proteobacteria		Betaproteobacteria		Burkholderiales		Burkholderiaceae			Burkholderia		Burkholderia cepacia complex	Burkholderia stabilis			
95563	Bacteria			Proteobacteria		Alphaproteobacteria		Rhizobiales		Methylobacteriaceae			Methylobacterium			Methylobacterium sp. B34			
95605	Bacteria			Proteobacteria		Alphaproteobacteria		Rhodospirillales		Rhodospirillaceae			Azospirillum			Azospirillum sp. B4			
95606	Bacteria			Proteobacteria		Alphaproteobacteria		Sphingomonadales		Sphingomonadaceae						Sphingomonas-like bacterium B12			
95607	Bacteria			Proteobacteria		Alphaproteobacteria		Rhizobiales		Bradyrhizobiaceae			Rhodopseudomonas			Rhodopseudomonas sp. B29			
95609	Bacteria			Proteobacteria		Betaproteobacteria		Burkholderiales		Oxalobacteraceae			Herbaspirillum			Herbaspirillum sp. B39			
95611	Bacteria			Actinobacteria		Actinobacteria		Micrococcales		Microbacteriaceae			Curtobacterium			Curtobacterium sp. B8			
95614	Bacteria			Actinobacteria		Actinobacteria		Micrococcales		Microbacteriaceae			Curtobacterium			Curtobacterium sp. B18			
95616	Bacteria			Actinobacteria		Actinobacteria		Micrococcales		Microbacteriaceae			Microbacterium			Microbacterium sp. B24			
95617	Bacteria			Actinobacteria		Actinobacteria		Corynebacteriales		Corynebacteriaceae						Corynebacterium-like bacterium B27			
95618	Bacteria			Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Flavobacterium			Flavobacterium sp. B17			
95619	Bacteria			Proteobacteria		Gammaproteobacteria		Pseudomonadales		Pseudomonadaceae			Pseudomonas			Pseudomonas sp. M1			
95735	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Pleosporaceae			Curvularia			Curvularia intermedia			
95741	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Pleosporaceae			Curvularia			Curvularia affinis			
96007	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium namyslowskii			
96054	Viruses									Geminiviridae			Begomovirus			Tomato leaf curl Philippines virus			
96317	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Nectriaceae			Fusarium		Fusarium oxysporum species complex	Fusarium oxysporum			
96318	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Nectriaceae			Fusarium		Fusarium oxysporum species complex	Fusarium oxysporum			
96402	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetidae	Ophiostomatales		Ophiostomataceae			Ophiostoma			Ophiostoma tetropii			
96452	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Eurotiales		Aspergillaceae			Penicillium			Penicillium dimorphosporum			
96491	Viruses							Nidovirales	Ronidovirineae	Roniviridae	Okanivirinae		Okavirus	Tipravirus		Gill-associated virus			
96561	Bacteria			Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Desulfobacterales		Desulfobacteraceae			Desulfococcus			Desulfococcus oleovorans			
96584	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Pezizomycetes		Pezizales		Sarcosomataceae			Pseudoplectania			Pseudoplectania nigrella			
96765	Bacteria			Actinobacteria		Actinobacteria		Micrococcales		Microbacteriaceae			Microbacterium			Microbacterium sp. B19			
96773	Bacteria			Proteobacteria		Betaproteobacteria		Rhodocyclales		Zoogloeaceae			Thauera			Thauera chlorobenzoica			
96901	Bacteria			Proteobacteria		Gammaproteobacteria		Pseudomonadales		Pseudomonadaceae			Pseudomonas		Pseudomonas fluorescens group	Pseudomonas synxantha			
96910	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Hypocreaceae			Trichoderma			Trichoderma stromaticum			
97081	Viruses							Caudovirales		Podoviridae	Sepvirinae		Traversvirus			Enterobacteria phage VT2-Sakai			
97093	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Hypocreaceae			Trichoderma			Trichoderma koningii			
97137	Bacteria			Firmicutes		Bacilli		Lactobacillales		Lactobacillaceae			Lactobacillus			Lactobacillus sp. ASF360			
97138	Bacteria			Firmicutes		Clostridia		Clostridiales		Clostridiaceae			Clostridium			Clostridium sp. ASF356			
97139	Bacteria			Firmicutes		Clostridia		Clostridiales		Clostridiaceae			Clostridium			Clostridium sp. ASF502			
97344	Viruses									Parvoviridae	Densovirinae		Ambidensovirus			Blattodean ambidensovirus 1			
97463	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Dothideomycetidae	Myriangiales		Elsinoaceae			Elsinoe			Elsinoe proteae			
98228	Bacteria			Firmicutes		Bacilli		Bacillales		Bacillaceae			Bacillus			Bacillus sp. OxB-1			
98383	Viruses									Baculoviridae			Betabaculovirus			Plutella xylostella granulovirus			
98439	Bacteria			Cyanobacteria				Nostocales		Hapalosiphonaceae			Fischerella			Fischerella thermalis			
99158	Eukaryota			Apicomplexa		Conoidasida	Coccidia	Eucoccidiorida	Eimeriorina	Sarcocystidae			Hammondia			Hammondia hammondi			
99179	Viruses							Caudovirales		Siphoviridae						Bacteroides phage B40-8			
99287	Bacteria			Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae			Salmonella			Salmonella enterica	Salmonella enterica subsp. enterica		
99585	Viruses									Virgaviridae			Tobamovirus			Frangipani mosaic virus			
99598	Bacteria			Cyanobacteria				Nostocales		Rivulariaceae			Calothrix			Calothrix sp. PCC 7507			
99807	Bacteria			Actinobacteria		Actinobacteria		Corynebacteriales		Corynebacteriaceae			Corynebacterium			Corynebacterium auriscanis			
99896	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Ophiocordycipitaceae			Polycephalomyces			Polycephalomyces sinensis			
99930	Viruses															Blackcurrant reversion virus satellite RNA			
100019	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Pleosporineae	Didymellaceae			Didymella			Didymella exigua			
100027	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Hysteriales		Hysteriaceae			Hysterium			Hysterium pulicare			
100038	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporomycetidae	Pleosporales	Massarineae	Didymosphaeriaceae			Montagnula			Montagnula opulenta			
100217	Viruses									Iridoviridae	Alphairidovirinae		Ranavirus			Epizootic haematopoietic necrosis virus			
100226	Bacteria			Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces		Streptomyces albidoflavus group	Streptomyces coelicolor			
100480	Bacteria			Bacteroidetes												Cytophagales bacterium B6			
100755	Viruses									Geminiviridae			Begomovirus			Sweet potato leaf curl virus			
100756	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes		Russulales		Hericiaceae			Hericium			Hericium coralloides			
100785	Viruses									Pospiviroidae			Pospiviroid			Tomato chlorotic dwarf viroid			
100787	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Glomerellales		Plectosphaerellaceae			Verticillium			Verticillium longisporum			
100816	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariomycetidae	Sordariales					Madurella			Madurella mycetomatis			
100880	Viruses			Negarnaviricota	Haploviricotina	Monjiviricetes		Mononegavirales		Rhabdoviridae			Cytorhabdovirus			Northern cereal mosaic cytorhabdovirus			
100887	Viruses									Virgaviridae			Furovirus			Soil-borne cereal mosaic virus			
100901	Bacteria			Proteobacteria		Alphaproteobacteria		Rickettsiales		Anaplasmataceae		Wolbachieae	Wolbachia			Wolbachia endosymbiont of Onchocerca ochengi			
100911	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes		Sporidiobolales		Sporidiobolaceae			Rhodosporidiobolus			Rhodosporidiobolus poonsookiae			
100912	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Microbotryomycetes		Sporidiobolales		Sporidiobolaceae			Sporobolomyces			Sporobolomyces blumeae			
100913	Eukaryota	Fungi	Dikarya	Basidiomycota	Pucciniomycotina	Cystobasidiomycetes				Symmetrosporaceae			Symmetrospora			Symmetrospora vermiculata			
100951	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Tremellomycetes		Filobasidiales		Filobasidiaceae			Naganishia			Naganishia albida			
100994	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Hypocreaceae			Cladobotryum			Cladobotryum rubrobrunnescens			
101093	Eukaryota	Fungi		Mucoromycota	Mucoromycotina	Mucoromycetes		Mucorales	Mucorineae	Choanephoraceae	Choanephoroideae		Poitrasia			Poitrasia circinans			
101098	Eukaryota	Fungi		Mucoromycota	Mortierellomycotina	Mortierellomycetes		Mortierellales		Mortierellaceae			Gamsiella			Gamsiella multidivaricata			
101107	Eukaryota	Fungi		Mucoromycota	Mucoromycotina	Mucoromycetes		Mucorales		Cunninghamellaceae			Halteromyces			Halteromyces radiatus			
101111	Eukaryota	Fungi		Mucoromycota	Mucoromycotina	Mucoromycetes		Mucorales	Mucorineae	Backusellaceae			Backusella			Backusella indica			
101121	Eukaryota	Fungi		Mucoromycota	Mucoromycotina	Mucoromycetes		Mucorales		Lichtheimiaceae			Thermomucor			Thermomucor indicae-seudaticae			
101134	Eukaryota	Fungi		Mucoromycota	Mucoromycotina	Mucoromycetes		Mucorales	Mucorineae	Mucoraceae			Ellisomyces			Ellisomyces anomalus			
101201	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreomycetidae	Hypocreales		Hypocreaceae			Trichoderma			Trichoderma asperellum			
101480	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Eurotiomycetes	Eurotiomycetidae	Onygenales		Arthrodermataceae			Trichophyton			Trichophyton interdigitale			
101510	Bacteria			Actinobacteria		Actinobacteria		Corynebacteriales		Nocardiaceae			Rhodococcus			Rhodococcus jostii			
101570	Viruses							Caudovirales		Siphoviridae						Enterobacteria phage ES18			
101662	Eukaryota	Fungi	Dikarya	Basidiomycota	Agaricomycotina	Agaricomycetes	Agaricomycetidae	Boletales	Paxilineae	Paxillaceae			Paxillus			Paxillus vernalis			
101688	Viruses							Picornavirales		Secoviridae			Cheravirus			Apple latent spherical virus			
101764	Viruses							Tymovirales		Betaflexiviridae	Quinvirinae		Carlavirus			Aconitum latent virus			
101850	Viruses									Baculoviridae			Alphabaculovirus			Thysanoplusia orichalcea nucleopolyhedrovirus			
101852	Eukaryota	Fungi	Dikarya	Ascomycota	Pezizomycotina	Leotiomycetes		Helotiales		Helotiaceae			Glarea			Glarea lozoyensis			
