	superkingdom	phylum	subphylum	class	subclass	order	suborder	family	subfamily	tribe	genus	subgenus	species group	species	subspecies
1930	Bacteria	Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces scabiei	
1935	Bacteria	Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces violaceoruber	
1938	Bacteria	Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces viridochromogenes	
1943	Bacteria	Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces griseoruber	
1944	Bacteria	Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces		Streptomyces griseus group	Streptomyces halstedii	
1950	Bacteria	Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces peucetius	
1951	Bacteria	Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces purpureus	
1954	Bacteria	Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces brasiliensis	
1957	Bacteria	Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces sclerotialus	
1960	Bacteria	Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces vinaceus	
1961	Bacteria	Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces virginiae	
1963	Bacteria	Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces olivochromogenes	
1967	Bacteria	Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces kanamyceticus	
1968	Bacteria	Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces cellulosae	
1969	Bacteria	Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces chartreusis	
1971	Bacteria	Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Streptomyces			Streptomyces noursei	
1990	Bacteria	Actinobacteria		Actinobacteria		Streptosporangiales		Thermomonosporaceae			Actinomadura			Actinomadura atramentaria	
1993	Bacteria	Actinobacteria		Actinobacteria		Streptosporangiales		Thermomonosporaceae			Actinomadura			Actinomadura madurae	
1996	Bacteria	Actinobacteria		Actinobacteria		Streptosporangiales		Streptosporangiaceae			Microtetraspora			Microtetraspora glauca	
1997	Bacteria	Actinobacteria		Actinobacteria		Streptosporangiales		Streptosporangiaceae			Microtetraspora			Microtetraspora fusca	
2001	Bacteria	Actinobacteria		Actinobacteria		Streptosporangiales		Streptosporangiaceae			Streptosporangium			Streptosporangium roseum	
2002	Bacteria	Actinobacteria		Actinobacteria		Streptosporangiales		Streptosporangiaceae			Streptosporangium			Streptosporangium amethystogenes	
2006	Bacteria	Actinobacteria		Actinobacteria							Thermobispora			Thermobispora bispora	
2014	Bacteria	Actinobacteria		Actinobacteria		Streptosporangiales		Nocardiopsaceae			Nocardiopsis			Nocardiopsis dassonvillei	
2015	Bacteria	Actinobacteria		Actinobacteria		Streptosporangiales		Nocardiopsaceae			Nocardiopsis			Nocardiopsis prasina	
2017	Bacteria	Actinobacteria		Actinobacteria		Pseudonocardiales		Pseudonocardiaceae			Streptoalloteichus			Streptoalloteichus hindustanus	
2020	Bacteria	Actinobacteria		Actinobacteria		Streptosporangiales		Thermomonosporaceae			Thermomonospora			Thermomonospora curvata	
2021	Bacteria	Actinobacteria		Actinobacteria		Streptosporangiales		Nocardiopsaceae			Thermobifida			Thermobifida fusca	
2026	Bacteria	Firmicutes		Bacilli		Bacillales		Thermoactinomycetaceae			Thermoactinomyces			Thermoactinomyces vulgaris	
2030	Bacteria	Actinobacteria		Actinobacteria		Pseudonocardiales		Pseudonocardiaceae			Kibdelosporangium			Kibdelosporangium aridum	
2033	Bacteria	Actinobacteria		Actinobacteria		Micrococcales		Microbacteriaceae			Microbacterium			Microbacterium testaceum	
2035	Bacteria	Actinobacteria		Actinobacteria		Micrococcales		Microbacteriaceae			Curtobacterium			Curtobacterium flaccumfaciens	
2036	Bacteria	Actinobacteria		Actinobacteria		Micrococcales		Microbacteriaceae			Curtobacterium			Curtobacterium citreum	
2039	Bacteria	Actinobacteria		Actinobacteria		Micrococcales					Tropheryma			Tropheryma whipplei	
2041	Bacteria	Actinobacteria		Actinobacteria		Propionibacteriales		Nocardioidaceae			Aeromicrobium			Aeromicrobium erythreum	
2045	Bacteria	Actinobacteria		Actinobacteria		Propionibacteriales		Nocardioidaceae			Pimelobacter			Pimelobacter simplex	
2047	Bacteria	Actinobacteria		Actinobacteria		Micrococcales		Micrococcaceae			Rothia			Rothia dentocariosa	
2051	Bacteria	Actinobacteria		Actinobacteria		Actinomycetales		Actinomycetaceae			Mobiluncus			Mobiluncus curtisii	
2052	Bacteria	Actinobacteria		Actinobacteria		Actinomycetales		Actinomycetaceae			Mobiluncus			Mobiluncus mulieris	
2054	Bacteria	Actinobacteria		Actinobacteria		Corynebacteriales		Gordoniaceae			Gordonia			Gordonia bronchialis	
2055	Bacteria	Actinobacteria		Actinobacteria		Corynebacteriales		Gordoniaceae			Gordonia			Gordonia terrae	
2057	Bacteria	Chloroflexi		Thermomicrobia	Sphaerobacteridae	Sphaerobacterales	Sphaerobacterineae	Sphaerobacteraceae			Sphaerobacter			Sphaerobacter thermophilus	
2061	Bacteria	Actinobacteria		Actinobacteria		Corynebacteriales		Tsukamurellaceae			Tsukamurella			Tsukamurella paurometabola	
2064	Bacteria	Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Kitasatospora			Kitasatospora griseola	
2065	Bacteria	Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Kitasatospora			Kitasatospora phosalacinea	
2066	Bacteria	Actinobacteria		Actinobacteria		Streptomycetales		Streptomycetaceae			Kitasatospora			Kitasatospora setae	
2074	Bacteria	Actinobacteria		Actinobacteria		Pseudonocardiales		Pseudonocardiaceae			Pseudonocardia			Pseudonocardia autotrophica	
2078	Bacteria	Firmicutes		Bacilli		Bacillales		Sporolactobacillaceae			Sporolactobacillus			Sporolactobacillus inulinus	
2094	Bacteria	Tenericutes		Mollicutes		Mycoplasmatales		Mycoplasmataceae			Mycoplasma			Mycoplasma arginini	
2095	Bacteria	Tenericutes		Mollicutes		Mycoplasmatales		Mycoplasmataceae			Mycoplasma		Mycoplasma mycoides group	Mycoplasma capricolum	
2096	Bacteria	Tenericutes		Mollicutes		Mycoplasmatales		Mycoplasmataceae			Mycoplasma			Mycoplasma gallisepticum	
2097	Bacteria	Tenericutes		Mollicutes		Mycoplasmatales		Mycoplasmataceae			Mycoplasma			Mycoplasma genitalium	
2098	Bacteria	Tenericutes		Mollicutes		Mycoplasmatales		Mycoplasmataceae			Mycoplasma			Mycoplasma hominis	
2099	Bacteria	Tenericutes		Mollicutes		Mycoplasmatales		Mycoplasmataceae			Mycoplasma			Mycoplasma hyopneumoniae	
2100	Bacteria	Tenericutes		Mollicutes		Mycoplasmatales		Mycoplasmataceae			Mycoplasma			Mycoplasma hyorhinis	
2102	Bacteria	Tenericutes		Mollicutes		Mycoplasmatales		Mycoplasmataceae			Mycoplasma		Mycoplasma mycoides group	Mycoplasma mycoides	
2104	Bacteria	Tenericutes		Mollicutes		Mycoplasmatales		Mycoplasmataceae			Mycoplasma			Mycoplasma pneumoniae	
2105	Bacteria	Tenericutes		Mollicutes		Mycoplasmatales		Mycoplasmataceae			Mycoplasma		Mycoplasma mycoides group	Mycoplasma leachii	
2107	Bacteria	Tenericutes		Mollicutes		Mycoplasmatales		Mycoplasmataceae			Mycoplasma			Mycoplasma pulmonis	
2109	Bacteria	Tenericutes		Mollicutes		Mycoplasmatales		Mycoplasmataceae			Mycoplasma			Mycoplasma synoviae	
2110	Bacteria	Tenericutes		Mollicutes		Mycoplasmatales		Mycoplasmataceae			Mycoplasma			Mycoplasma agalactiae	
2111	Bacteria	Tenericutes		Mollicutes		Mycoplasmatales		Mycoplasmataceae			Mycoplasma			Mycoplasma arthritidis	
2112	Bacteria	Tenericutes		Mollicutes		Mycoplasmatales		Mycoplasmataceae			Mycoplasma			Mycoplasma bovigenitalium	
2113	Bacteria	Tenericutes		Mollicutes		Mycoplasmatales		Mycoplasmataceae			Mycoplasma			Mycoplasma californicum	
2115	Bacteria	Tenericutes		Mollicutes		Mycoplasmatales		Mycoplasmataceae			Mycoplasma			Mycoplasma fermentans	
2116	Bacteria	Tenericutes		Mollicutes		Mycoplasmatales		Mycoplasmataceae			Mycoplasma			Mycoplasma iowae	
2118	Bacteria	Tenericutes		Mollicutes		Mycoplasmatales		Mycoplasmataceae			Mycoplasma			Mycoplasma mobile	
2121	Bacteria	Tenericutes		Mollicutes		Mycoplasmatales		Mycoplasmataceae			Mycoplasma			Mycoplasma orale	
2122	Bacteria	Tenericutes		Mollicutes		Mycoplasmatales		Mycoplasmataceae			Mycoplasma			Mycoplasma pirum	
2123	Bacteria	Tenericutes		Mollicutes		Mycoplasmatales		Mycoplasmataceae			Mycoplasma			Mycoplasma putrefaciens	
2124	Bacteria	Tenericutes		Mollicutes		Mycoplasmatales		Mycoplasmataceae			Mycoplasma			Mycoplasma salivarium	
2127	Bacteria	Tenericutes		Mollicutes		Mycoplasmatales		Mycoplasmataceae			Mycoplasma			Mycoplasma collis	
2128	Bacteria	Tenericutes		Mollicutes		Mycoplasmatales		Mycoplasmataceae			Mycoplasma			Mycoplasma flocculare	
2130	Bacteria	Tenericutes		Mollicutes		Mycoplasmatales		Mycoplasmataceae			Ureaplasma			Ureaplasma urealyticum	
2133	Bacteria	Tenericutes		Mollicutes		Entomoplasmatales		Spiroplasmataceae			Spiroplasma			Spiroplasma citri	
2134	Bacteria	Tenericutes		Mollicutes		Entomoplasmatales		Spiroplasmataceae			Spiroplasma			Spiroplasma melliferum	
2137	Bacteria	Tenericutes		Mollicutes		Entomoplasmatales		Spiroplasmataceae			Spiroplasma			Spiroplasma apis	
2138	Bacteria	Tenericutes		Mollicutes		Entomoplasmatales		Spiroplasmataceae			Spiroplasma			Spiroplasma poulsonii	
2144	Bacteria	Tenericutes		Mollicutes		Entomoplasmatales		Spiroplasmataceae			Spiroplasma			Spiroplasma mirum	
2145	Bacteria	Tenericutes		Mollicutes		Entomoplasmatales		Spiroplasmataceae			Spiroplasma			Spiroplasma taiwanense	
2148	Bacteria	Tenericutes		Mollicutes		Acholeplasmatales		Acholeplasmataceae			Acholeplasma			Acholeplasma laidlawii	
2150	Bacteria	Tenericutes		Mollicutes		Acholeplasmatales		Acholeplasmataceae			Acholeplasma			Acholeplasma modicum	
2151	Bacteria	Tenericutes		Mollicutes		Entomoplasmatales		Entomoplasmataceae			Mesoplasma			Mesoplasma florum	
2290	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Desulfobacterales		Desulfobacteraceae			Desulfobacter			Desulfobacter curvatus	
2293	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Desulfobacterales		Desulfobacteraceae			Desulfobacter			Desulfobacter postgatei	
2296	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Desulfobacterales		Desulfobacteraceae			Desulfobacterium			Desulfobacterium autotrophicum	
2325	Bacteria	Firmicutes		Clostridia		Thermoanaerobacterales		Thermoanaerobacteraceae			Thermoanaerobacter			Thermoanaerobacter kivui	
2331	Bacteria	Firmicutes		Clostridia		Halanaerobiales		Halanaerobiaceae			Halanaerobium			Halanaerobium praevalens	
2336	Bacteria	Thermotogae		Thermotogae		Thermotogales		Thermotogaceae			Thermotoga			Thermotoga maritima	
2337	Bacteria	Thermotogae		Thermotogae		Thermotogales		Thermotogaceae			Thermotoga			Thermotoga neapolitana	
2340	Bacteria	Proteobacteria		Gammaproteobacteria										Solemya velum gill symbiont	
2350	Bacteria	Bacteroidetes		Saprospiria		Saprospirales		Haliscomenobacteraceae			Haliscomenobacter			Haliscomenobacter hydrossis	
2352	Bacteria	Deferribacteres		Deferribacteres		Deferribacterales		Deferribacteraceae			Flexistipes			Flexistipes sinusarabici	
2358	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Syntrophobacterales		Syntrophaceae			Desulfomonile			Desulfomonile tiedjei	
2360	Bacteria	Proteobacteria		Gammaproteobacteria										Bathymodiolus thermophilus thioautotrophic gill symbiont	
2369	Bacteria	Proteobacteria		Gammaproteobacteria		Chromatiales		Ectothiorhodospiraceae			Arhodomonas			Arhodomonas aquaeolei	
2371	Bacteria	Proteobacteria		Gammaproteobacteria		Xanthomonadales		Xanthomonadaceae			Xylella			Xylella fastidiosa	
2374	Bacteria	Firmicutes		Negativicutes		Selenomonadales		Sporomusaceae			Acetonema			Acetonema longum	
2378	Bacteria	Firmicutes		Negativicutes		Selenomonadales		Sporomusaceae			Sporomusa			Sporomusa ovata	
2421	Bacteria	Thermotogae		Thermotogae		Thermotogales		Fervidobacteriaceae			Thermosipho			Thermosipho africanus	
2423	Bacteria	Thermotogae		Thermotogae		Thermotogales		Fervidobacteriaceae			Fervidobacterium			Fervidobacterium islandicum	
2424	Bacteria	Thermotogae		Thermotogae		Thermotogales		Fervidobacteriaceae			Fervidobacterium			Fervidobacterium nodosum	
2426	Bacteria	Proteobacteria		Gammaproteobacteria		Cellvibrionales		Cellvibrionaceae			Teredinibacter			Teredinibacter turnerae	
2434	Bacteria	Proteobacteria		Alphaproteobacteria		Rhodobacterales		Rhodobacteraceae			Roseobacter			Roseobacter denitrificans	
2702	Bacteria	Actinobacteria		Actinobacteria		Bifidobacteriales		Bifidobacteriaceae			Gardnerella			Gardnerella vaginalis	
2718	Bacteria	Proteobacteria		Gammaproteobacteria		Cardiobacteriales		Cardiobacteriaceae			Cardiobacterium			Cardiobacterium hominis	
2724	Bacteria	Proteobacteria		Alphaproteobacteria		Rhodobacterales		Hyphomonadaceae			Hirschia			Hirschia baltica	
2734	Bacteria	Firmicutes		Clostridia		Clostridiales		Symbiobacteriaceae			Symbiobacterium			Symbiobacterium thermophilum	
2736	Bacteria	Verrucomicrobia		Verrucomicrobiae		Verrucomicrobiales		Verrucomicrobiaceae			Verrucomicrobium			Verrucomicrobium spinosum	
2743	Bacteria	Proteobacteria		Gammaproteobacteria		Alteromonadales		Alteromonadaceae			Marinobacter			Marinobacter hydrocarbonoclasticus	
2746	Bacteria	Proteobacteria		Gammaproteobacteria		Oceanospirillales		Halomonadaceae			Halomonas			Halomonas elongata	
2748	Bacteria	Firmicutes		Bacilli		Lactobacillales		Carnobacteriaceae			Carnobacterium			Carnobacterium divergens	
2749	Bacteria	Firmicutes		Bacilli		Lactobacillales		Carnobacteriaceae			Carnobacterium			Carnobacterium gallinarum	
2750	Bacteria	Firmicutes		Bacilli		Lactobacillales		Carnobacteriaceae			Carnobacterium			Carnobacterium mobile	
2751	Bacteria	Firmicutes		Bacilli		Lactobacillales		Carnobacteriaceae			Carnobacterium			Carnobacterium maltaromaticum	
2752	Bacteria	Firmicutes		Bacilli		Lactobacillales		Carnobacteriaceae			Carnobacterium			Carnobacterium funditum	
2754	Bacteria	Synergistetes		Synergistia		Synergistales		Synergistaceae			Synergistes			Synergistes jonesii	
2756	Bacteria	Firmicutes		Bacilli		Bacillales		Listeriaceae			Brochothrix			Brochothrix thermosphacta	
2757	Bacteria	Firmicutes		Bacilli		Bacillales		Listeriaceae			Brochothrix			Brochothrix campestris	
13076	Bacteria	Firmicutes		Bacilli		Lactobacillales		Aerococcaceae			Globicatella			Globicatella sanguinis	
13264	Bacteria	Spirochaetes		Spirochaetia		Brachyspirales		Brachyspiraceae			Brachyspira			Brachyspira innocens	
13335	Bacteria	Proteobacteria		Gammaproteobacteria		Aeromonadales		Succinivibrionaceae			Anaerobiospirillum			Anaerobiospirillum succiniciproducens	
13373	Bacteria	Proteobacteria		Betaproteobacteria		Burkholderiales		Burkholderiaceae			Burkholderia		pseudomallei group	Burkholderia mallei	
13688	Bacteria	Proteobacteria		Alphaproteobacteria		Sphingomonadales		Sphingomonadaceae			Novosphingobium			Novosphingobium capsulatum	
13689	Bacteria	Proteobacteria		Alphaproteobacteria		Sphingomonadales		Sphingomonadaceae			Sphingomonas			Sphingomonas paucimobilis	
13690	Bacteria	Proteobacteria		Alphaproteobacteria		Sphingomonadales		Sphingomonadaceae			Sphingobium			Sphingobium yanoikuyae	
28025	Bacteria	Actinobacteria		Actinobacteria		Bifidobacteriales		Bifidobacteriaceae			Bifidobacterium			Bifidobacterium animalis	
28026	Bacteria	Actinobacteria		Actinobacteria		Bifidobacteriales		Bifidobacteriaceae			Bifidobacterium			Bifidobacterium pseudocatenulatum	
28028	Bacteria	Actinobacteria		Actinobacteria		Corynebacteriales		Corynebacteriaceae			Corynebacterium			Corynebacterium flavescens	
28031	Bacteria	Firmicutes		Bacilli		Bacillales		Bacillaceae			Lysinibacillus			Lysinibacillus fusiformis	
28034	Bacteria	Firmicutes		Clostridia		Clostridiales		Clostridiales Family XVII. Incertae Sedis			Sulfobacillus			Sulfobacillus thermosulfidooxidans	
28035	Bacteria	Firmicutes		Bacilli		Bacillales		Staphylococcaceae			Staphylococcus			Staphylococcus lugdunensis	
28037	Bacteria	Firmicutes		Bacilli		Lactobacillales		Streptococcaceae			Streptococcus			Streptococcus mitis	
28038	Bacteria	Firmicutes		Bacilli		Lactobacillales		Lactobacillaceae			Lactobacillus			Lactobacillus curvatus	
28042	Bacteria	Actinobacteria		Actinobacteria		Pseudonocardiales		Pseudonocardiaceae			Saccharopolyspora			Saccharopolyspora rectivirgula	
28045	Bacteria	Actinobacteria		Actinobacteria		Corynebacteriales		Mycobacteriaceae			Mycobacterium			Mycobacterium celatum	
28049	Bacteria	Actinobacteria		Actinobacteria		Acidothermales		Acidothermaceae			Acidothermus			Acidothermus cellulolyticus	
28051	Bacteria	Firmicutes		Clostridia		Clostridiales		Lachnospiraceae			Lachnospira			Lachnospira multipara	
28052	Bacteria	Firmicutes		Clostridia		Clostridiales		Lachnospiraceae			Lachnospira			Lachnospira pectinoschiza	
28066	Bacteria	Proteobacteria		Betaproteobacteria		Burkholderiales		Comamonadaceae			Rhodoferax			Rhodoferax fermentans	
28068	Bacteria	Proteobacteria		Betaproteobacteria		Burkholderiales					Rubrivivax			Rubrivivax gelatinosus	
28072	Bacteria	Cyanobacteria				Nostocales		Nostocaceae			Nostoc			Nostoc sp. PCC 7524	
28077	Bacteria	Proteobacteria		Alphaproteobacteria		Rhodospirillales		Rhodospirillaceae			Nitrospirillum			Nitrospirillum amazonense	
28080	Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria		Campylobacterales		Campylobacteraceae			Campylobacter			Campylobacter upsaliensis	
28082	Bacteria	Proteobacteria		Gammaproteobacteria		Legionellales		Legionellaceae			Legionella			Legionella anisa	
28083	Bacteria	Proteobacteria		Gammaproteobacteria		Legionellales		Legionellaceae			Legionella			Legionella birminghamensis	
28084	Bacteria	Proteobacteria		Gammaproteobacteria		Legionellales		Legionellaceae			Legionella			Legionella cherrii	
28085	Bacteria	Proteobacteria		Gammaproteobacteria		Legionellales		Legionellaceae			Legionella			Legionella cincinnatiensis	
28087	Bacteria	Proteobacteria		Gammaproteobacteria		Legionellales		Legionellaceae			Legionella			Legionella sainthelensi	
28088	Bacteria	Proteobacteria		Gammaproteobacteria		Legionellales		Legionellaceae			Legionella			Legionella wadsworthii	
28090	Bacteria	Proteobacteria		Gammaproteobacteria		Pseudomonadales		Moraxellaceae			Acinetobacter			Acinetobacter lwoffii	
28091	Bacteria	Proteobacteria		Betaproteobacteria		Neisseriales		Neisseriaceae			Neisseria			Neisseria weaveri	
28092	Bacteria	Proteobacteria		Betaproteobacteria		Burkholderiales		Burkholderiaceae			Robbsia			Robbsia andropogonis	
28095	Bacteria	Proteobacteria		Betaproteobacteria		Burkholderiales		Burkholderiaceae			Burkholderia			Burkholderia gladioli	
28099	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Rhizobiaceae			Agrobacterium			Agrobacterium rubi	
28104	Bacteria	Proteobacteria		Alphaproteobacteria		Rhizobiales		Phyllobacteriaceae			Mesorhizobium			Mesorhizobium huakuii	
28108	Bacteria	Proteobacteria		Gammaproteobacteria		Alteromonadales		Alteromonadaceae			Alteromonas			Alteromonas macleodii	
28110	Bacteria	Proteobacteria		Gammaproteobacteria		Thiotrichales		Francisellaceae			Francisella			Francisella philomiragia	
28111	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Bacteroidaceae			Bacteroides			Bacteroides eggerthii	
28112	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Tannerellaceae			Tannerella			Tannerella forsythia	
28114	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Porphyromonadaceae			Porphyromonas			Porphyromonas levii	
28115	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Porphyromonadaceae			Porphyromonas			Porphyromonas macacae	
28116	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Bacteroidaceae			Bacteroides			Bacteroides ovatus	
28117	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Rikenellaceae			Alistipes			Alistipes putredinis	
28118	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Odoribacteraceae			Odoribacter			Odoribacter splanchnicus	
28123	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Porphyromonadaceae			Porphyromonas			Porphyromonas asaccharolytica	
28124	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Porphyromonadaceae			Porphyromonas			Porphyromonas endodontalis	
28125	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Prevotellaceae			Prevotella			Prevotella bivia	
28126	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Prevotellaceae			Prevotella			Prevotella buccae	
28127	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Prevotellaceae			Prevotella			Prevotella buccalis	
28128	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Prevotellaceae			Prevotella			Prevotella corporis	
28129	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Prevotellaceae			Prevotella			Prevotella denticola	
28130	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Prevotellaceae			Prevotella			Prevotella disiens	
28131	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Prevotellaceae			Prevotella			Prevotella intermedia	
28132	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Prevotellaceae			Prevotella			Prevotella melaninogenica	
28133	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Prevotellaceae			Prevotella			Prevotella nigrescens	
28134	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Prevotellaceae			Prevotella			Prevotella oralis	
28135	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Prevotellaceae			Prevotella			Prevotella oris	
28136	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Prevotellaceae			Prevotella			Prevotella oulorum	
28137	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Prevotellaceae			Prevotella			Prevotella veroralis	
28139	Bacteria	Bacteroidetes		Bacteroidia		Bacteroidales		Rikenellaceae			Rikenella			Rikenella microfusus	
28141	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Enterobacteriaceae			Cronobacter			Cronobacter sakazakii	
28151	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Yersiniaceae			Serratia			Serratia proteamaculans	
28152	Bacteria	Proteobacteria		Gammaproteobacteria		Enterobacterales		Yersiniaceae			Yersinia			Yersinia kristensenii	
28172	Bacteria	Proteobacteria		Gammaproteobacteria		Vibrionales		Vibrionaceae			Vibrio			Vibrio metschnikovii	
28173	Bacteria	Proteobacteria		Gammaproteobacteria		Vibrionales		Vibrionaceae			Vibrio			Vibrio nigripulchritudo	
28174	Bacteria	Proteobacteria		Gammaproteobacteria		Vibrionales		Vibrionaceae			Vibrio			Vibrio ordalii	
28175	Bacteria	Proteobacteria		Gammaproteobacteria		Vibrionales		Vibrionaceae			Vibrio		Vibrio oreintalis group	Vibrio orientalis	
28176	Bacteria	Proteobacteria		Gammaproteobacteria		Vibrionales		Vibrionaceae			Candidatus Photodesmus			Candidatus Photodesmus katoptron	
28181	Bacteria	Proteobacteria		Alphaproteobacteria		Rhodospirillales		Rhodospirillaceae			Magnetovibrio			Magnetovibrio blakemorei	
28182	Bacteria	Spirochaetes		Spirochaetia		Leptospirales		Leptospiraceae			Leptospira			Leptospira noguchii	
28183	Bacteria	Spirochaetes		Spirochaetia		Leptospirales		Leptospiraceae			Leptospira			Leptospira santarosai	
28184	Bacteria	Spirochaetes		Spirochaetia		Leptospirales		Leptospiraceae			Leptospira			Leptospira weilii	
28187	Bacteria	Firmicutes		Clostridia		Halanaerobiales		Halobacteroidaceae			Acetohalobium			Acetohalobium arabaticum	
28188	Bacteria	Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Capnocytophaga			Capnocytophaga canimorsus	
28189	Bacteria	Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Capnocytophaga			Capnocytophaga cynodegmi	
28197	Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria		Campylobacterales		Campylobacteraceae			Arcobacter			Arcobacter butzleri	
28198	Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria		Campylobacterales		Campylobacteraceae			Arcobacter			Arcobacter cryaerophilus	
28199	Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria		Campylobacterales		Campylobacteraceae			Arcobacter			Arcobacter nitrofigilis	
28200	Bacteria	Proteobacteria	delta/epsilon subdivisions	Epsilonproteobacteria		Campylobacterales		Campylobacteraceae			Arcobacter			Arcobacter skirrowii	
28212	Bacteria	Proteobacteria		Alphaproteobacteria		Sphingomonadales		Sphingomonadaceae			Sphingomonas			Sphingomonas adhaesiva	
28213	Bacteria	Proteobacteria		Alphaproteobacteria		Sphingomonadales		Sphingomonadaceae			Sphingomonas			Sphingomonas parapaucimobilis	
28223	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Desulfobacterales		Desulfobacteraceae			Desulfobacula			Desulfobacula toluolica	
28224	Bacteria	Tenericutes		Mollicutes		Entomoplasmatales		Entomoplasmataceae			Mesoplasma			Mesoplasma seiffertii	
28227	Bacteria	Tenericutes		Mollicutes		Mycoplasmatales		Mycoplasmataceae			Mycoplasma			Mycoplasma penetrans	
28229	Bacteria	Proteobacteria		Gammaproteobacteria		Alteromonadales		Colwelliaceae			Colwellia			Colwellia psychrerythraea	
28230	Bacteria	Firmicutes		Bacilli		Lactobacillales		Carnobacteriaceae			Carnobacterium			Carnobacterium alterfunditum	
28232	Bacteria	Proteobacteria	delta/epsilon subdivisions	Deltaproteobacteria		Desulfuromonadales		Geobacteraceae			Geobacter			Geobacter metallireducens	
28251	Bacteria	Bacteroidetes		Flavobacteriia		Flavobacteriales		Flavobacteriaceae			Ornithobacterium			Ornithobacterium rhinotracheale	
28252	Bacteria	Proteobacteria		Gammaproteobacteria		Oceanospirillales		Halomonadaceae			Halomonas			Halomonas halodenitrificans	
28262	Bacteria	Nitrospirae		Nitrospira		Nitrospirales		Nitrospiraceae			Thermodesulfovibrio			Thermodesulfovibrio yellowstonii	
28264	Bacteria	Actinobacteria		Actinobacteria		Actinomycetales		Actinomycetaceae			Arcanobacterium			Arcanobacterium haemolyticum	
28444	Bacteria	Actinobacteria		Actinobacteria		Streptosporangiales		Streptosporangiaceae			Herbidospora			Herbidospora cretacea	
